this_publ,title
https://dblp.org/rec/conf/pldi/AmmarguellatH90,Automatic Recognition of Induction Variables and Recurrence Relations by Abstract Interpretation.
https://dblp.org/rec/conf/pldi/AmmeDFR01,SafeTSA: A Type Safe and Referentially Secure Mobile-Code Representation Based on Static Single Assignment Form.
https://dblp.org/rec/conf/pldi/AmmonsBL97,Exploiting Hardware Performance Counters with Flow and Context Sensitive Profiling.
https://dblp.org/rec/conf/pldi/AmmonsL98,Improving Data-flow Analysis with Path Profiles.
https://dblp.org/rec/conf/pldi/AmmonsMBL03,Debugging temporal specifications with concept analysis.
https://dblp.org/rec/conf/pldi/AndersonBW21,Concurrent deferred reference counting with constant-time overhead.
https://dblp.org/rec/conf/pldi/AndersonBW22,Turning manual concurrent memory reclamation into automatic reference counting.
https://dblp.org/rec/conf/pldi/AndersonGEB08,SharC: checking data sharing strategies for multithreaded C.
https://dblp.org/rec/conf/pldi/AndersonGN09,Lightweight annotations for controlling sharing in concurrent data structures.
https://dblp.org/rec/conf/pldi/AndersonH90,Compilation of Haskell Array Comprehensions for Scientific Computing.
https://dblp.org/rec/conf/pldi/AndersonL93,Global Optimizations for Parallelism and Locality on Scalable Parallel Machines.
https://dblp.org/rec/conf/pldi/AndersonPDC19,Optimization and abstraction: a synergistic approach for analyzing neural network robustness.
https://dblp.org/rec/conf/pldi/AndrewsHY88,Design and Implementation of the UW Illustrated Compiler.
https://dblp.org/rec/conf/pldi/AnselCWOZEA09,PetaBricks: a language and compiler for algorithmic choice.
https://dblp.org/rec/conf/pldi/AnselMETCSSBY11,Language-independent sandboxing of just-in-time compilation and self-modifying code.
https://dblp.org/rec/conf/pldi/AntoniadisFKRAS20,"Static analysis of Java enterprise applications: frameworks and caches, the elephants in the room."
https://dblp.org/rec/conf/pldi/AntonopoulosGHK17,Decomposition instead of self-composition for proving the absence of timing channels.
https://dblp.org/rec/conf/pldi/ApinisSV13,How to combine widening and narrowing for non-monotonic systems of equations.
https://dblp.org/rec/conf/pldi/ApostolakisXTCC20,SCAF: a speculation-aware collaborative dependence analysis framework.
https://dblp.org/rec/conf/pldi/Appel04,"Social processes and proofs of theorems and programs, revisited."
https://dblp.org/rec/conf/pldi/Appel15,Verification of a cryptographic primitive: SHA-256 (abstract).
https://dblp.org/rec/conf/pldi/AppelEL88,Real-Time Concurrent Collection on Stock Multiprocessors.
https://dblp.org/rec/conf/pldi/AppelG01,Optimal Spilling for CISC Machines with Few Registers.
https://dblp.org/rec/conf/pldi/AppelM94,Separate Compilation for Standard ML.
https://dblp.org/rec/conf/pldi/ArnoldR01,A Framework for Reducing the Cost of Instrumented Code.
https://dblp.org/rec/conf/pldi/ArztRFBBKTOM14,"FlowDroid: precise context, flow, field, object-sensitive and lifecycle-aware taint analysis for Android apps."
https://dblp.org/rec/conf/pldi/AsadiC0GM21,Polynomial reachability witnesses via Stellensätze.
https://dblp.org/rec/conf/pldi/AstorgaMSWX19,Learning stateful preconditions modulo a test generator.
https://dblp.org/rec/conf/pldi/AtkinsonDHJKW89,Experiences Creating a Portable Cedar.
https://dblp.org/rec/conf/pldi/AugustineSP019,Generating piecewise-regular code from irregular structures.
https://dblp.org/rec/conf/pldi/AungHJR14,Specialization slicing.
https://dblp.org/rec/conf/pldi/AuslanderPCEB96,"Fast, Effective Dynamic Compilation."
https://dblp.org/rec/conf/pldi/AustinBS94,Efficient Detection of All Pointer and Array Access Errors.
https://dblp.org/rec/conf/pldi/AvgustinovCHKLLMSST05,Optimising aspectJ.
https://dblp.org/rec/conf/pldi/AyersGS97,Aggressive Inlining.
https://dblp.org/rec/conf/pldi/AyersJPS98,Scalable Cross-Module Optimization.
https://dblp.org/rec/conf/pldi/AyersSMARW05,TraceBack: first fault diagnosis by reconstruction of distributed control flow.
https://dblp.org/rec/conf/pldi/BaconALRS01,Java without the Coffee Breaks: A Nonintrusive Multiprocessor Garbage Collector.
https://dblp.org/rec/conf/pldi/BaconCS12,And then there were none: a stall-free real-time garbage collector for reconfigurable hardware.
https://dblp.org/rec/conf/pldi/BaconKMS98,Thin Locks: Featherweight Synchronization for Java.
https://dblp.org/rec/conf/pldi/BaekC10,Green: a framework for supporting energy-conscious programming using controlled approximation.
https://dblp.org/rec/conf/pldi/BaghsorkhiVW16,FlexVec: auto-vectorization for irregular loops.
https://dblp.org/rec/conf/pldi/BahlkeMS87,A generator for language-specific debugging systems.
https://dblp.org/rec/conf/pldi/BaileyD96,Target-Sensitive Construction of Diagnostic Programs for Procedure Calling Sequence Generators.
https://dblp.org/rec/conf/pldi/BakerH02,Maya: Multiple-Dispatch Syntax Extension in Java.
https://dblp.org/rec/conf/pldi/BalaDB00,Dynamo: a transparent dynamic optimization system.
https://dblp.org/rec/conf/pldi/BalasundaramK89,A Technique for Summarizing Data Access and Its Use in Parallelism Enhancing Transformations.
https://dblp.org/rec/conf/pldi/BallanceBG88,Grammatical Abstraction and Incremental Syntax Analysis in a Language-Based Editor.
https://dblp.org/rec/conf/pldi/BallanceMO90,"The Program Dependence Web: A Representation Supporting Control, Data, and Demand-Driven Interpretation of Imperative Languages."
https://dblp.org/rec/conf/pldi/BallBGIKSSV14,VeriCon: towards verifying controller programs in software-defined networks.
https://dblp.org/rec/conf/pldi/BallL93,Branch Prediction For Free.
https://dblp.org/rec/conf/pldi/BallMMR01,Automatic Predicate Abstraction of C Programs.
https://dblp.org/rec/conf/pldi/Barklund87,Efficient interpretation of Prolog programs.
https://dblp.org/rec/conf/pldi/BarowyGHZ15,FlashRelate: extracting relational data from semi-structured spreadsheets using examples.
https://dblp.org/rec/conf/pldi/BarrettZ93,Using Lifetime Predictors to Improve Memory Allocation Performance.
https://dblp.org/rec/conf/pldi/BarrettZ95,Garbage Collection Using a Dynamic Threatening Boundary.
https://dblp.org/rec/conf/pldi/BartonCAZFCA06,Shared memory programming for large scale machines.
https://dblp.org/rec/conf/pldi/Bastani0AL17,Synthesizing program input grammars.
https://dblp.org/rec/conf/pldi/Bastani0AL18,Active learning of points-to specifications.
https://dblp.org/rec/conf/pldi/BasuME21,"Frequent background polling on a shared thread, using light-weight compiler interrupts."
https://dblp.org/rec/conf/pldi/BaudartBHMS21,Compiling Stan to generative probabilistic languages and extension to deep probabilistic programming.
https://dblp.org/rec/conf/pldi/BaudartMASPC20,Reactive probabilistic programming.
https://dblp.org/rec/conf/pldi/BauerLW05,Composing security policies with polymer.
https://dblp.org/rec/conf/pldi/BaxterNPKG18,Putting in all the stops: execution control for JavaScript.
https://dblp.org/rec/conf/pldi/BeckettGW16,Temporal NetKAT.
https://dblp.org/rec/conf/pldi/BeckettMMPW17,Network configuration synthesis with abstract topologies.
https://dblp.org/rec/conf/pldi/BeckmanN11,"Probabilistic, modular and scalable inference of typestate specifications."
https://dblp.org/rec/conf/pldi/BeillahiCEE20,Behavioral simulation for smart contracts.
https://dblp.org/rec/conf/pldi/BendrissouGZ22,"""Synthesizing input grammars"": a replication study."
https://dblp.org/rec/conf/pldi/BenitezD88,A Portable Global Optimizer and Linker.
https://dblp.org/rec/conf/pldi/BenzHH12,A dynamic program analysis to find floating-point accuracy problems.
https://dblp.org/rec/conf/pldi/BergerZ06,DieHard: probabilistic memory safety for unsafe languages.
https://dblp.org/rec/conf/pldi/BergerZM01,Composing High-Performance Memory Allocators.
https://dblp.org/rec/conf/pldi/BergnerDEO97,Spill Code Minimization via Interference Region Spilling.
https://dblp.org/rec/conf/pldi/BerndlLQHU03,Points-to analysis using BDDs.
https://dblp.org/rec/conf/pldi/BernsteinGGKMNP89,Spill Code Minimization Techniques for Optimizing Compilers.
https://dblp.org/rec/conf/pldi/BernsteinR91,Global Instruction Scheduling for Superscalar Machines.
https://dblp.org/rec/conf/pldi/BerryS20,HipHop.js: (A)Synchronous reactive web programming.
https://dblp.org/rec/conf/pldi/Bertot91,Occurences in Debugger Specifications.
https://dblp.org/rec/conf/pldi/BestMMRFB11,Synchronization via scheduling: techniques for efficiently managing shared state.
https://dblp.org/rec/conf/pldi/BeutnerO21,On probabilistic termination of functional programs with continuous distributions.
https://dblp.org/rec/conf/pldi/BeutnerOZ22,Guaranteed bounds for posterior inference in universal probabilistic programming.
https://dblp.org/rec/conf/pldi/BeyerHMR07,Path invariants.
https://dblp.org/rec/conf/pldi/BichselBGV20,Silq: a high-level quantum language with safe uncomputation and intuitive semantics.
https://dblp.org/rec/conf/pldi/BilardiP96,Generalized Dominance and Control Dependence.
https://dblp.org/rec/conf/pldi/BillesMP17,Systematic black-box analysis of collaborative web applications.
https://dblp.org/rec/conf/pldi/BiswasHSB14,DoubleChecker: efficient sound and precise atomicity checking.
https://dblp.org/rec/conf/pldi/BlackburnJMM02,Beltway: Getting Around Garbage Collection Gridlock.
https://dblp.org/rec/conf/pldi/BlackburnM08,"Immix: a mark-region garbage collector with space efficiency, fast collection, and mutator performance."
https://dblp.org/rec/conf/pldi/BlackshearCS13,Thresher: precise refutations for heap reachability.
https://dblp.org/rec/conf/pldi/BlackshearL13,Almost-correct specifications: a modular semantic framework for assigning confidence to warnings.
https://dblp.org/rec/conf/pldi/BlanchetCCFMMMR03,A static analyzer for large safety-critical software.
https://dblp.org/rec/conf/pldi/BlellochC99,On Bounding Time and Space for Multiprocessor Garbage Collection.
https://dblp.org/rec/conf/pldi/BoddenTRBBM13,SPLLIFT: statically analyzing software product lines in minutes instead of years.
https://dblp.org/rec/conf/pldi/BodikG97,Partial Dead Code Elimination using Slicing Transformations.
https://dblp.org/rec/conf/pldi/BodikGS00,ABCD: eliminating array bounds checks on demand.
https://dblp.org/rec/conf/pldi/BodikGS97,Interprocedural Conditional Branch Elimination.
https://dblp.org/rec/conf/pldi/BodikGS98,Complete Removal of Redundant Computations.
https://dblp.org/rec/conf/pldi/BodikGS99,Load-Reuse Analysis: Design and Evaluation.
https://dblp.org/rec/conf/pldi/Boehm05,Threads cannot be implemented as a library.
https://dblp.org/rec/conf/pldi/Boehm20,Towards an API for the real numbers.
https://dblp.org/rec/conf/pldi/Boehm87,Constructive real interpretation of numerical programs.
https://dblp.org/rec/conf/pldi/Boehm89,Type Inference in the Presence of Type Abstraction.
https://dblp.org/rec/conf/pldi/Boehm93,Space Efficient Conservative Garbage Collection.
https://dblp.org/rec/conf/pldi/Boehm96,Simple Garbage-Collector-Safety.
https://dblp.org/rec/conf/pldi/BoehmA08,Foundations of the C++ concurrency memory model.
https://dblp.org/rec/conf/pldi/BoehmDS91,Mostly Parallel Garbage Collection.
https://dblp.org/rec/conf/pldi/BohmKKFT11,Generalized just-in-time trace compilation using a parallel task farm in a dynamic binary translator.
https://dblp.org/rec/conf/pldi/BohrerTMMP18,VeriPhy: verified controller executables from verified cyber-physical system models.
https://dblp.org/rec/conf/pldi/BonaertDBV21,Fast and precise certification of transformers.
https://dblp.org/rec/conf/pldi/BondBG10,Breadcrumbs: efficient context sensitivity for dynamic bug detection analyses.
https://dblp.org/rec/conf/pldi/BondCM10,PACER: proportional detection of data races.
https://dblp.org/rec/conf/pldi/BondhugulaHRS08,A practical automatic polyhedral parallelizer and locality optimizer.
https://dblp.org/rec/conf/pldi/Boothe00,Efficient algorithms for bidirectional debugging.
https://dblp.org/rec/conf/pldi/BorgesFdPV14,Compositional solution space quantification for probabilistic software analysis.
https://dblp.org/rec/conf/pldi/BornholtT17,Synthesizing memory models from framework sketches and Litmus tests.
https://dblp.org/rec/conf/pldi/BouajjaniDES11,On inter-procedural analysis of programs with lists and data.
https://dblp.org/rec/conf/pldi/Bourdoncle93,Abstract Debugging of Higher-Order Imperative Languages.
https://dblp.org/rec/conf/pldi/BourgeatPCA20,The essence of Bluespec: a core language for rule-based hardware design.
https://dblp.org/rec/conf/pldi/BourkeBDLPR17,A formally verified compiler for Lustre.
https://dblp.org/rec/conf/pldi/BowmanA18,Typed closure conversion for the calculus of constructions.
https://dblp.org/rec/conf/pldi/BowmanMSD15,Profile-guided meta-programming.
https://dblp.org/rec/conf/pldi/BoyapatiSBR03,Ownership types for safe region-based memory management in real-time Java.
https://dblp.org/rec/conf/pldi/BoydW93,Isolation and Analysis of Optimization Errors.
https://dblp.org/rec/conf/pldi/BradleeHE91,The Marion System for Retargetable Instruction Scheduling.
https://dblp.org/rec/conf/pldi/BreckCKR20,Templates and recurrences: better together.
https://dblp.org/rec/conf/pldi/BrentGLSS20,Ethainter: a smart contract security analyzer for composite vulnerabilities.
https://dblp.org/rec/conf/pldi/BridgesVOA06,Automatic instruction scheduler retargeting by reverse-engineering.
https://dblp.org/rec/conf/pldi/BriggsC94,Effective Partial Redundancy Elimination.
https://dblp.org/rec/conf/pldi/BriggsCKT89,Coloring Heuristics for Register Allocation.
https://dblp.org/rec/conf/pldi/BriggsCT92,Rematerialization.
https://dblp.org/rec/conf/pldi/BriggsP22,Choosing mathematical function implementations for speed and accuracy.
https://dblp.org/rec/conf/pldi/BromleyHMS91,Fortran at Ten Gigaflops: The Connection Machine Convolution Compiler.
https://dblp.org/rec/conf/pldi/BrooksHS92,A New Approach to Debugging Optimized Code.
https://dblp.org/rec/conf/pldi/BrownRNLSS20,Towards a verified range analysis for JavaScript JITs.
https://dblp.org/rec/conf/pldi/BruggemanWD96,Representing Control in the Presence of One-Shot Continuations.
https://dblp.org/rec/conf/pldi/BruniGGR22,Abstract interpretation repair.
https://dblp.org/rec/conf/pldi/BrunoJWA21,Compiler-assisted object inlining with value fields.
https://dblp.org/rec/conf/pldi/BrutschyD0V18,Static serializability analysis for causal consistency.
https://dblp.org/rec/conf/pldi/BudiLJL11,kb-anonymity: a model for anonymized behaviour-preserving test and debugging data.
https://dblp.org/rec/conf/pldi/BudimlicCHKOR02,Fast Copy Coalescing and Live-Range Identification.
https://dblp.org/rec/conf/pldi/BurckhardtAM07,CheckFence: checking consistency of concurrent data types on relaxed memory models.
https://dblp.org/rec/conf/pldi/BurckhardtDMT10,Line-up: a complete and automatic linearizability checker.
https://dblp.org/rec/conf/pldi/BurckhardtFHMMTK13,It's alive! continuous feedback in UI programming.
https://dblp.org/rec/conf/pldi/BurgerD96,Printing Floating-Point Numbers Quickly and Accurately.
https://dblp.org/rec/conf/pldi/BurgerWD95,"Register Allocation Using Lazy Saves, Eager Restores, and Greedy Shuffling."
https://dblp.org/rec/conf/pldi/BurnimENS11,NDSeq: runtime checking for nondeterministic sequential specifications of parallel correctness.
https://dblp.org/rec/conf/pldi/BurtscherDH02,Static Load Classification for Improving the Value Predictability of Data-Cache Misses.
https://dblp.org/rec/conf/pldi/CaiGRO14,A theory of changes for higher-order languages: incrementalizing λ-calculi by static differentiation.
https://dblp.org/rec/conf/pldi/CaiSV07,Certified self-modifying code.
https://dblp.org/rec/conf/pldi/CaiYZ21,Canary: practical static detection of inter-thread value-flow bugs.
https://dblp.org/rec/conf/pldi/CaiZZNXS18,Calling-to-reference context translation via constraint-guided CFL-reachability.
https://dblp.org/rec/conf/pldi/CalderGLMMZ95,Corpus-Based Static Branch Prediction.
https://dblp.org/rec/conf/pldi/Callahan88,The Program Summary Graph and Flow-Sensitive InterproceduralData Flow Analysis.
https://dblp.org/rec/conf/pldi/CallahanCK90,Improving Register Allocation for Subscripted Variables.
https://dblp.org/rec/conf/pldi/CallahanK91,Register Allocation via Hierarchical Graph Coloring.
https://dblp.org/rec/conf/pldi/CampagnaXMSL19,Genie: a generator of natural language semantic parsers for virtual assistant commands.
https://dblp.org/rec/conf/pldi/CaninoL17,Proactive and adaptive energy-aware programming with mixed typechecking.
https://dblp.org/rec/conf/pldi/CannarozziPC00,Contaminated garbage collection.
https://dblp.org/rec/conf/pldi/CarbinKMR12,Proving acceptability properties of relaxed nondeterministic approximate programs.
https://dblp.org/rec/conf/pldi/Carbonneaux0RS14,End-to-end verification of stack-space bounds for C programs.
https://dblp.org/rec/conf/pldi/Carbonneaux0S15,Compositional certified resource bounds.
https://dblp.org/rec/conf/pldi/CariniH95,Flow-Sensitive Interprocedural Constant Propagation.
https://dblp.org/rec/conf/pldi/CarlstromMCCMKO06,The Atomos transactional programming language.
https://dblp.org/rec/conf/pldi/CarteyLM12,Synthesising graphics card programs from DSLs.
https://dblp.org/rec/conf/pldi/CartwrightF89,The Semantics of Program Dependence.
https://dblp.org/rec/conf/pldi/CartwrightF91,Soft Typing.
https://dblp.org/rec/conf/pldi/Castro-Perez0GY21,Zooid: a DSL for certified multiparty computation: from mechanised metatheory to certified multiparty processes.
https://dblp.org/rec/conf/pldi/CauligiDGTSRB20,Constant-time foundations for the new spectre era.
https://dblp.org/rec/conf/pldi/CauligiSJBWRGBJ19,FaCT: a DSL for timing-sensitive computation.
https://dblp.org/rec/conf/pldi/CavazosEM04,Inducing heuristics to decide whether to schedule.
https://dblp.org/rec/conf/pldi/ChabbiR22,A study of real-world data races in Golang.
https://dblp.org/rec/conf/pldi/ChajedTKZ19,Argosy: verifying layered storage systems with recovery refinement.
https://dblp.org/rec/conf/pldi/ChakrabartiGC96,Global Communication Analysis and Optimization.
https://dblp.org/rec/conf/pldi/ChaliasosSSGLM22,Finding typing compiler bugs.
https://dblp.org/rec/conf/pldi/ChambersRPAHBW10,"FlumeJava: easy, efficient data-parallel pipelines."
https://dblp.org/rec/conf/pldi/ChambersU89,"Customization: Optimizing Compiler Technology for SELF, A Dynamically-Typed Object-Oriented Programming Language."
https://dblp.org/rec/conf/pldi/ChambersU90,Iterative Type Analysis and Extended Message Splitting: Optimizing Dynamically-Typed Object-Oriented Programs.
https://dblp.org/rec/conf/pldi/ChamithSDN16,Living on the edge: rapid-toggling probes with cross-modification on x86.
https://dblp.org/rec/conf/pldi/ChamithSDN17,Instruction punning: lightweight instrumentation for x86-64.
https://dblp.org/rec/conf/pldi/ChandraCCMNA97,Data Distribution Support on Distributed Shared Memory Multiprocessors.
https://dblp.org/rec/conf/pldi/ChandraFS09,Snugglebug: a powerful approach to weakest preconditions.
https://dblp.org/rec/conf/pldi/ChandraRL96,Teapot: Language Support for Writing Memory Coherence Protocols.
https://dblp.org/rec/conf/pldi/Chase88,Safety Considerations for Storage Allocation Optimizations.
https://dblp.org/rec/conf/pldi/ChaseH87,Selective interpretation as a technique for debugging computationally intensive programs.
https://dblp.org/rec/conf/pldi/ChaseWZ90,Analysis of Pointers and Structures.
https://dblp.org/rec/conf/pldi/Chatterjee0GG20,Polynomial invariant generation for non-deterministic recursive programs.
https://dblp.org/rec/conf/pldi/ChatterjeeBF91,Size and Access Inference for Data-Parallel Programs.
https://dblp.org/rec/conf/pldi/ChatterjeeG0Z21,Proving non-termination by program reversal.
https://dblp.org/rec/conf/pldi/ChatterjeePHL01,Exact Analysis of the Cache Behavior of Nested Loops.
https://dblp.org/rec/conf/pldi/ChaudhuriS10,Smooth interpretation.
https://dblp.org/rec/conf/pldi/Chen0YDD20,Multi-modal synthesis of regular expressions.
https://dblp.org/rec/conf/pldi/Chen12,Polyhedra scanning revisited.
https://dblp.org/rec/conf/pldi/ChenBCGC06,Profile-guided proactive garbage collection for locality optimization.
https://dblp.org/rec/conf/pldi/ChenC92,Prototyping Fortran-90 Compilers for Massively Parallel Machines.
https://dblp.org/rec/conf/pldi/ChenCS10,Type-preserving compilation of end-to-end verification of security enforcement.
https://dblp.org/rec/conf/pldi/ChenDA12,Type-directed automatic incrementalization.
https://dblp.org/rec/conf/pldi/ChengB01,"A Parallel, Real-Time Garbage Collector."
https://dblp.org/rec/conf/pldi/ChengH00,"Modular interprocedural pointer analysis using access paths: design, implementation, and evaluation."
https://dblp.org/rec/conf/pldi/ChengHL98,Generational Stack Collection and Profile-Driven Pretenuring.
https://dblp.org/rec/conf/pldi/ChenGZWFER13,Taming compiler fuzzers.
https://dblp.org/rec/conf/pldi/ChenH20,Proving almost-sure termination by omega-regular decomposition.
https://dblp.org/rec/conf/pldi/ChenHEFPTW10,Evaluating iterative optimization across 1000 datasets.
https://dblp.org/rec/conf/pldi/ChenHLLTTZ18,Advanced automata-based algorithms for program termination checking.
https://dblp.org/rec/conf/pldi/ChenHPECCP08,Type-preserving compilation for large-scale optimizing object-oriented compilers.
https://dblp.org/rec/conf/pldi/ChenL0DBD21,Web question answering with neurosymbolic program synthesis.
https://dblp.org/rec/conf/pldi/ChenLDP18,Locality analysis through static parallel sampling.
https://dblp.org/rec/conf/pldi/ChenLKI06,Reducing NoC energy consumption through compiler-directed channel voltage scaling.
https://dblp.org/rec/conf/pldi/ChenLLLLLJ05,Shangri-La: achieving high performance from compiled network applications while enabling ease of programming.
https://dblp.org/rec/conf/pldi/ChenMA22,All you need is superword-level parallelism: systematic control-flow vectorization with SLP.
https://dblp.org/rec/conf/pldi/ChenSSSZ16,Coverage-directed differential testing of JVM implementations.
https://dblp.org/rec/conf/pldi/ChenWAF03,A provably sound TAL for back-end optimization.
https://dblp.org/rec/conf/pldi/ChenWSLG16,Toward compositional verification of interruptible OS kernels and device drivers.
https://dblp.org/rec/conf/pldi/ChenY022,Visualization question answering using introspective program synthesis.
https://dblp.org/rec/conf/pldi/CheremCG08,Inferring locks for atomic sections.
https://dblp.org/rec/conf/pldi/CheremPR07,Practical memory leak detection using guarded value-flow analysis.
https://dblp.org/rec/conf/pldi/CheungSM13,Optimizing database-backed applications with query synthesis.
https://dblp.org/rec/conf/pldi/ChibotaruBRV19,Scalable taint specification inference with big code.
https://dblp.org/rec/conf/pldi/ChiD89,Unified Management of Registers and Cache Using Liveness and Cache Bypass.
https://dblp.org/rec/conf/pldi/Chilimbi01,Efficient Representations and Abstractions for Quantifying and Exploiting Data Reference Locality.
https://dblp.org/rec/conf/pldi/ChilimbiDL99,Cache-Conscious Structure Definition.
https://dblp.org/rec/conf/pldi/ChilimbiH02,Dynamic Hot Data Stream Prefetching for General-Purpose Programs.
https://dblp.org/rec/conf/pldi/ChilimbiHL99,Cache-Conscious Structure Layout.
https://dblp.org/rec/conf/pldi/ChilimbiS06,Cache-conscious coallocation of hot data streams.
https://dblp.org/rec/conf/pldi/ChinCQR04,Region inference for an object-oriented language.
https://dblp.org/rec/conf/pldi/ChinMM05,Semantic type qualifiers.
https://dblp.org/rec/conf/pldi/ChiwKRSS12,Diderot: a parallel DSL for image analysis and visualization.
https://dblp.org/rec/conf/pldi/Chlipala07,A certified type-preserving compiler from lambda calculus to assembly language.
https://dblp.org/rec/conf/pldi/Chlipala10,Ur: statically-typed metaprogramming with type-level record computation.
https://dblp.org/rec/conf/pldi/Chlipala11,Mostly-automated verification of low-level programs in computational separation logic.
https://dblp.org/rec/conf/pldi/ChoiFPS22,Can reactive synthesis and syntax-guided synthesis be friends?
https://dblp.org/rec/conf/pldi/ChoiLLOSS02,Efficient and Precise Datarace Detection for Multithreaded Object-Oriented Programs.
https://dblp.org/rec/conf/pldi/ChoiST19,Reusable inline caching for JavaScript performance.
https://dblp.org/rec/conf/pldi/ChoLHL21,Modular data-race-freedom guarantees in the promising semantics.
https://dblp.org/rec/conf/pldi/ChoLLHL22,Sequential reasoning for optimizing compilers under weak memory concurrency.
https://dblp.org/rec/conf/pldi/ChoLRK21,Revamping hardware persistency models: view-based and axiomatic persistency models for Intel-x86 and Armv8.
https://dblp.org/rec/conf/pldi/ChongSW18,"The semantics of transactions and weak memory in x86, Power, ARM, and C++."
https://dblp.org/rec/conf/pldi/ChouKA20,Automatic generation of efficient sparse tensor format conversion routines.
https://dblp.org/rec/conf/pldi/Chow88,Minimizing Register Usage Penalty at Procedure Calls.
https://dblp.org/rec/conf/pldi/ChowCKLLT97,A New Algorithm for Partial Redundancy Elimination based on SSA Form.
https://dblp.org/rec/conf/pldi/ChowdharyLN20,Debugging and detecting numerical errors in computation with posits.
https://dblp.org/rec/conf/pldi/ChowKLLT98,Register Promotion by Partial Redundancy Elimination of Loads and Stores.
https://dblp.org/rec/conf/pldi/ChuFM03,Region-based hierarchical operation partitioning for multicluster processors.
https://dblp.org/rec/conf/pldi/ChughHSA16,"Programmatic and direct manipulation, together at last."
https://dblp.org/rec/conf/pldi/ChughMJL09,Staged information flow for javascript.
https://dblp.org/rec/conf/pldi/ChughVJL08,Dataflow analysis for concurrent programs using datarace detection.
https://dblp.org/rec/conf/pldi/ChuJT15,Automatic induction proofs of data-structures in imperative programs.
https://dblp.org/rec/conf/pldi/ChurchillP0A19,Semantic program alignment for equivalence checking.
https://dblp.org/rec/conf/pldi/ChuWCS17,HoTTSQL: proving query rewrites with univalent SQL semantics.
https://dblp.org/rec/conf/pldi/CicekQBG019,Bidirectional type checking for relational properties.
https://dblp.org/rec/conf/pldi/CierniakL95,Unifying Data and Control Transformations for Distributed Shared Memory Machines.
https://dblp.org/rec/conf/pldi/CierniakLS00,Practicing JUDO: Java under dynamic optimizations.
https://dblp.org/rec/conf/pldi/Clark87,The JADE interpreter: a RISC interpreter for syntax directed editing.
https://dblp.org/rec/conf/pldi/Click95,Global Code Motion / Global Value Mumbering.
https://dblp.org/rec/conf/pldi/Clinger90,How to Read Floating-Point Numbers Accurately.
https://dblp.org/rec/conf/pldi/Clinger98,Proper Tail Recursion and Space Efficiency.
https://dblp.org/rec/conf/pldi/ClingerH97,Generational Garbage Collection and the Radioactive Decay Model.
https://dblp.org/rec/conf/pldi/CociorvaBLSRNBH02,Space-Time Trade-Off Optimization for a Class of Electronic Structure Calculations.
https://dblp.org/rec/conf/pldi/CohenP13,Limitations of partial compaction: towards practical bounds.
https://dblp.org/rec/conf/pldi/ColbyGJ98,Automatically Closing Open Reactive Programs.
https://dblp.org/rec/conf/pldi/ColbyLNBPC00,A certifying compiler for Java.
https://dblp.org/rec/conf/pldi/ColemanM95,Tile Size Selection Using Cache Organization and Data Layout.
https://dblp.org/rec/conf/pldi/Collberg97,Reverse Interpretation + Mutation Analysis = Automatic Retargeting.
https://dblp.org/rec/conf/pldi/CollbergCDHKLS04,Dynamic path-based software watermarking.
https://dblp.org/rec/conf/pldi/ConditHMNW03,CCured in the real world.
https://dblp.org/rec/conf/pldi/ConselK91,Parameterized Partial Evaluation.
https://dblp.org/rec/conf/pldi/CookK13,Reasoning about nondeterminism in programs.
https://dblp.org/rec/conf/pldi/CookPR06,Termination proofs for systems code.
https://dblp.org/rec/conf/pldi/CookPR07,Proving thread termination.
https://dblp.org/rec/conf/pldi/CooperK88,Interprocedural Side-Effect Analysis in Linear Time.
https://dblp.org/rec/conf/pldi/CooperL97,Register Promotion in C Programs.
https://dblp.org/rec/conf/pldi/CooperM99,Enhanced Code Compression for Embedded RISC Processors.
https://dblp.org/rec/conf/pldi/CoopriderR07,Offline compression for on-chip ram.
https://dblp.org/rec/conf/pldi/CoppaDF12,Input-sensitive profiling.
https://dblp.org/rec/conf/pldi/CordyG87,Design of an interpretive environment for Turing.
https://dblp.org/rec/conf/pldi/Cormack89,An LR Substring Parser for Noncorrecting Syntax Error Recovery.
https://dblp.org/rec/conf/pldi/CormackW90,Type-Dependent Parameter Inference.
https://dblp.org/rec/conf/pldi/CostanzoSG16,End-to-end verification of information-flow security for C and assembly programs.
https://dblp.org/rec/conf/pldi/CoutantMR88,DOC: A Practical Approach to Source-Level Debugging of Globally Optimized Code.
https://dblp.org/rec/conf/pldi/CowanDATLR21,Porcupine: a synthesizing compiler for vectorized homomorphic encryption.
https://dblp.org/rec/conf/pldi/CraryHP99,What is a Recursive Module?
https://dblp.org/rec/conf/pldi/CraryS15,Peer-to-peer affine commitment using bitcoin.
https://dblp.org/rec/conf/pldi/CrichtonPAH22,Modular information flow through ownership.
https://dblp.org/rec/conf/pldi/Cusumano-Towner18a,Incremental inference for probabilistic programs.
https://dblp.org/rec/conf/pldi/Cusumano-Towner19,Gen: a general-purpose probabilistic programming system with programmable inference.
https://dblp.org/rec/conf/pldi/CytronFS90,Compact Representations for Control Dependence.
https://dblp.org/rec/conf/pldi/CytronG93,Efficient Accomodation of May-Alias Information in SSA Form.
https://dblp.org/rec/conf/pldi/CytronHH89,Automatic Generation of DAG Parallelism.
